@relation test
@attribute attribute1 numeric
@attribute attribute2 numeric
@attribute attribute3 numeric
@attribute attribute4 numeric
@attribute attribute5 numeric
@attribute attribute6 numeric
@attribute attribute7 numeric
@attribute attribute8 numeric
@attribute attribute9 numeric
@attribute attribute10 numeric
@attribute attribute11 numeric
@attribute attribute12 numeric
@attribute attribute13 numeric
@attribute attribute14 numeric
@attribute attribute15 numeric
@attribute attribute16 numeric
@attribute attribute17 numeric
@attribute attribute18 numeric
@attribute attribute19 numeric
@attribute attribute20 numeric
@attribute attribute21 numeric
@attribute attribute22 numeric
@attribute attribute23 numeric
@attribute attribute24 numeric
@attribute attribute25 numeric
@attribute attribute26 numeric
@attribute attribute27 numeric
@attribute attribute28 numeric
@attribute attribute29 numeric
@attribute attribute30 numeric
@attribute attribute31 numeric
@attribute attribute32 numeric
@attribute attribute33 numeric
@attribute attribute34 numeric
@attribute attribute35 numeric
@attribute attribute36 numeric
@attribute attribute37 numeric
@attribute attribute38 numeric
@attribute attribute39 numeric
@attribute attribute40 numeric
@attribute class {Jogging,Walking}
@data
"13.59","16.63","-5.82","-4.02","-4.02","-3.98","6.05","1.23","-2.22","-9.81","3.3","10.76","6.93","11.22","7.01","3.53","14.52","11.11","-10.5","-4.33","-4.21","10.61","1.23","-0.08","-3.45","-0.38","-0.04","5.18","5.56","8.35","9.0","12.87","2.98","-6.05","-5.48","0.76","8.2","3.57","-11.45","-2.96","Jogging"
"-1.69","4.94","8.08","10.53","4.99","6.93","11.8","-6.43","-5.67","-3.15","5.52","2.41","0.76","-9.53","-2.56","0.89","2.87","8.2","7.89","4.33","9.0","12.72","-6.78","-4.99","-3.45","1.33","1.33","1.14","-1.57","0.95","3.76","4.6","8.39","7.78","6.66","16.13","6.28","-8.01","-4.29","3.57","Jogging"
"5.09","1.73","-3.11","-1.08","4.44","3.83","5.94","8.12","5.37","10.04","18.05","-3.83","-4.02","-3.21","5.86","4.44","1.04","-9.96","-5.2","1.65","2.91","8.47","7.82","4.14","7.86","15.47","-5.52","-3.87","-3.11","-0.27","4.94","-0.34","-3.68","1.61","4.56","6.66","8.43","10.69","4.18","7.46","Jogging"
"17.43","-0.11","-7.25","-4.86","5.75","5.13","2.34","-6.05","-1.46","3.17","6.24","9.66","8.62","1.76","7.86","14.6","-6.17","-5.2","-2.68","4.29","2.26","1.12","-15.32","-3.11","0.53","1.76","6.78","10.38","3.83","8.81","9.0","-14.02","-6.59","-4.63","10.61","1.38","-1.38","-15.85","0.8","6.59","Jogging"
"6.74","10.19","8.77","3.06","8.43","17.47","-5.94","-4.21","-2.96","5.9","2.56","2.56","-0.04","-5.01","1.04","6.13","8.81","8.89","5.75","5.01","15.51","5.83","-8.31","-4.25","-0.91","7.16","0.65","-8.47","-2.68","-2.34","3.83","6.55","10.5","4.06","9.89","6.93","-9.92","-6.13","-1.88","6.13","Jogging"
"1.5","-0.61","-10.92","-1.65","2.15","5.67","4.9","8.12","5.94","14.75","4.18","-10.08","-1.76","-0.99","6.51","1.46","-1.18","-7.21","0.89","10.65","7.7","10.53","4.94","8.39","17.01","-8.31","-8.31","-4.29","8.01","5.6","0.38","-8.47","-2.11","5.05","6.85","9.15","7.06","5.22","10.19","10.19","Jogging"
"16.4","-13.72","-2.83","-1.95","5.28","1.84","-7.12","-7.7","-0.99","2.22","4.52","8.58","7.06","5.24","10.57","-2.64","-12.72","-6.28","-3.64","7.21","0.31","-7.82","-8.01","-1.95","6.02","4.6","9.28","7.44","4.79","12.83","-1.73","-9.89","-5.41","-3.34","6.13","2.15","-10.27","-6.93","-2.75","6.05","Jogging"
"2.87","5.75","6.63","4.9","10.23","2.6","-4.71","-4.33","-2.07","6.63","2.49","-4.21","-9.04","-1.31","3.99","5.6","8.05","6.85","6.02","14.29","-0.11","-6.93","-2.56","-2.14","4.1","2.26","-14.44","-8.69","-3.02","3.79","5.37","8.16","4.63","5.18","8.2","-4.14","-11.41","-5.41","-1.12","5.41","Jogging"
"-1.08","-1.08","-18.69","-6.36","2.26","4.56","9.19","7.67","4.4","8.5","-6.17","-5.41","-4.56","-4.56","-1.42","6.47","1.99","-18.92","-10.95","-2.07","3.15","7.86","6.85","2.22","3.26","-4.06","-9.81","-8.43","-3.79","6.05","5.05","1.88","-16.47","-13.67","-4.37","3.17","1.08","9.7","10.5","3.87","Jogging"
"2.11","-12.68","-5.86","-3.98","9.43","2.34","-4.71","-16.89","-5.86","-3.83","3.6","6.97","7.78","1.73","4.18","-10.04","-10.19","-6.24","-3.02","9.51","1.27","-4.79","-11.84","-4.29","-0.95","4.86","9.66","6.63","3.45","7.01","-3.45","-3.45","-10.31","-2.87","0.69","2.18","-0.19","-16.78","-8.73","1.31","Jogging"
"5.71","9.89","8.31","3.15","5.41","-2.18","-8.96","-4.71","-2.96","3.6","2.41","0.8","-18.05","-7.01","4.9","4.1","9.04","8.43","4.1","6.89","-3.87","-12.11","-4.37","-2.49","7.16","0.72","-8.54","-12.37","-5.05","6.59","7.89","11.96","5.18","6.44","8.08","-10.57","-8.54","-2.56","2.11","2.98","Jogging"
"2.03","-12.37","-7.4","-2.53","0.65","1.84","11.56","5.83","2.45","1.57","-11.5","-10.42","-5.24","5.79","5.94","0.23","-12.56","-9.72","-3.76","-0.08","4.18","9.62","5.13","4.14","8.66","-3.6","-11.95","-3.45","-0.89","-0.89","6.05","-1.8","-16.51","-4.44","0.99","4.67","12.22","7.89","3.3","7.89","Jogging"
"-3.98","-9.85","-2.53","-0.53","3.83","0.31","-16.47","-4.25","-2.11","-1.42","6.89","8.85","4.33","7.35","-2.34","-12.22","-4.25","-0.57","8.85","1.65","-5.67","-14.82","-8.66","2.3","1.31","8.96","5.28","2.79","-1.38","-11.73","-10.99","-4.1","0.04","0.04","4.21","2.45","-18.43","-7.82","-0.99","0.04","Jogging"
"7.06","10.61","2.56","4.94","-10.31","-11.03","-5.01","-2.45","8.62","0.53","-6.78","-13.29","-2.83","1.88","2.64","10.84","8.28","2.56","8.54","0.95","-10.31","-5.63","4.67","5.05","1.38","-9.92","-1.5","-0.27","2.15","7.16","6.55","3.06","9.72","7.67","-7.55","-6.32","-4.9","5.13","2.07","0.15","Jogging"
"-9.43","-2.26","1.73","3.64","9.53","10.12","2.56","11.45","2.11","-10.0","-3.72","-2.11","7.31","1.38","-6.24","-3.87","0.95","4.82","4.48","9.92","6.89","5.22","15.85","2.96","-8.92","-3.87","-6.05","3.17","0.61","-6.89","-1.8","-1.8","3.76","3.26","9.0","11.18","4.29","10.73","12.11","-7.08","Jogging"
"-3.34","-2.14","4.9","1.73","0.31","-15.66","-1.76","3.79","6.21","10.42","7.27","9.28","11.92","5.67","-12.64","-1.76","-1.8","2.41","0.5","-7.55","-0.69","4.06","6.09","10.69","9.28","5.33","10.73","13.44","-12.3","-5.09","-2.6","1.99","1.92","0.38","-7.4","0.0","1.57","5.48","10.5","5.9","Jogging"
"7.21","14.21","-0.91","-6.36","-2.18","1.88","0.65","0.61","-11.54","-1.61","6.09","5.05","11.3","8.96","2.79","11.22","11.14","-10.72","-3.83","-3.3","4.63","1.92","-2.83","-9.38","-2.18","1.95","6.78","8.77","5.56","5.79","10.95","-0.95","-7.21","-4.75","0.15","7.97","1.73","-9.19","-5.82","2.22","Jogging"
"6.36","7.55","10.04","4.52","8.58","12.11","-8.35","-7.31","-2.53","-2.53","7.59","0.27","-0.95","-10.57","0.38","2.41","6.36","12.72","7.31","4.06","11.3","11.5","-2.91","-2.91","-1.61","8.28","0.19","-3.83","-5.09","3.38","8.73","12.64","9.72","4.52","11.37","17.31","-11.03","-5.48","-2.72","7.78","Jogging"
"3.99","-0.57","-9.23","-4.25","-1.88","4.25","8.31","8.08","5.86","11.35","-1.53","-9.47","-6.05","-1.61","4.82","1.27","-13.25","-6.55","-4.02","2.34","7.27","10.88","2.34","8.35","3.87","-11.6","-4.86","-3.49","9.3","2.07","-5.18","-14.14","-8.5","-2.07","1.99","4.79","9.72","4.02","5.18","-9.7","Jogging"
"-14.48","-4.56","-0.91","9.51","0.65","-11.73","-12.41","-4.63","4.52","6.32","8.77","7.31","5.37","6.97","-7.97","-13.17","-4.02","4.52","3.3","-0.38","-13.4","-8.81","-2.37","6.7","6.74","10.15","4.02","7.5","10.5","-9.77","-4.44","-2.3","3.38","2.96","2.26","-14.02","-9.66","-4.71","-2.14","4.94","Jogging"
"9.0","7.86","7.01","-0.95","-14.37","-5.98","-2.22","-2.22","7.35","0.72","-13.57","-8.5","-3.83","3.99","8.16","10.19","3.76","8.35","4.6","-12.26","-5.05","-2.6","3.41","2.26","-1.84","-19.34","-9.89","0.89","-0.11","10.04","8.96","5.18","8.28","-2.34","-12.56","-6.51","-3.02","7.21","2.87","-9.62","Jogging"
"-11.54","-7.01","-1.8","5.09","5.94","5.98","5.6","6.89","-5.82","-13.53","-5.2","-2.6","6.63","0.08","-9.89","-11.22","-4.4","5.6","7.86","8.77","5.94","4.25","9.19","-4.59","-7.27","-3.53","-0.3","4.1","0.76","-11.41","-11.41","-11.22","-2.6","2.3","9.51","10.92","2.11","6.93","-6.21","-10.23","Jogging"
"-3.57","-0.46","-0.46","0.04","-10.8","-10.72","-2.96","1.61","7.08","12.87","6.4","4.44","5.13","-12.26","-5.2","-1.69","0.27","1.8","0.89","-17.82","-7.5","-1.92","-1.53","12.53","10.42","2.56","2.83","-13.95","-13.25","-3.95","-1.76","8.81","0.93","-7.44","-17.12","-7.86","-0.27","4.56","11.8","6.78","Jogging"
"3.79","2.26","-12.18","-10.08","-2.68","-3.36","9.15","0.53","-8.81","-15.89","-5.67","6.44","5.9","8.47","6.97","5.05","4.06","-10.04","-8.54","-3.36","1.31","2.64","0.69","0.69","-17.73","-5.56","-1.38","4.44","11.73","5.37","3.06","4.86","-11.73","-9.34","-3.6","1.88","3.83","0.61","-12.37","-2.98","Jogging"
"0.76","3.91","7.97","10.12","5.33","9.04","10.46","-6.47","-3.83","-2.49","3.64","1.73","-1.57","-9.58","-1.76","3.3","6.93","9.89","8.2","7.5","11.96","5.52","-12.76","-3.26","-2.22","4.25","1.99","-13.82","-7.08","-2.3","1.18","4.56","7.74","7.78","6.28","4.67","-13.06","-7.21","-3.91","0.34","Jogging"
"3.95","0.72","-11.03","-13.76","-2.72","6.21","9.51","8.66","6.63","6.63","5.79","-8.27","-10.46","-5.79","4.86","4.9","-1.84","-17.27","-2.98","-0.91","5.86","6.51","10.0","5.22","10.73","3.06","-12.3","-3.57","0.76","8.54","1.18","-13.82","-7.74","-7.35","-2.75","2.49","10.65","6.51","4.14","3.57","Jogging"
"-11.56","-9.96","-3.49","4.94","3.72","-0.5","-17.08","-7.12","-1.69","4.86","6.7","10.19","4.82","7.67","7.46","-11.03","-6.24","-2.26","5.01","4.18","0.11","-15.01","-9.28","0.57","2.11","7.4","10.08","4.56","6.59","-0.91","-12.18","-3.79","-1.88","6.97","3.57","-0.23","-18.54","-6.17","-4.79","-1.18","Jogging"
"6.66","8.92","2.41","1.88","-13.33","-13.1","-6.21","-1.31","10.34","3.68","-10.53","-10.53","-14.9","-6.97","1.8","1.12","8.43","7.12","5.13","3.02","-11.84","-12.41","-3.79","2.6","2.34","-4.86","-17.77","-5.79","1.88","3.99","13.1","8.28","2.15","5.28","-7.25","-13.33","-3.98","0.93","6.55","2.72","Jogging"
"-10.61","-15.32","-6.05","-6.05","1.57","7.12","6.28","4.33","2.96","-9.81","-11.5","-7.46","2.34","6.97","1.31","-13.57","-9.58","-7.04","0.34","5.18","7.74","5.52","5.28","9.34","-1.42","-11.69","-4.02","-1.18","10.31","2.11","-10.31","-18.77","-8.85","-4.18","3.21","7.21","7.55","3.11","3.87","-16.63","Jogging"
"-10.99","-5.37","-1.73","12.57","2.11","-9.3","-15.79","-10.11","-7.7","1.12","8.66","11.56","2.91","1.42","-18.39","-16.28","-7.35","-2.26","8.77","3.49","-0.11","-16.78","-10.08","-4.9","-1.53","5.33","10.8","2.79","-1.61","-19.61","-18.85","-6.93","0.46","5.48","2.76","-7.59","-15.98","-9.28","-4.75","-1.5","Jogging"
"3.45","11.14","4.14","-0.34","-19.57","-18.31","-5.9","-5.9","-0.72","10.73","1.95","-9.19","-16.32","-11.84","-0.99","-3.15","5.79","11.11","4.14","-4.94","-18.05","-14.02","-4.94","-0.42","11.8","1.31","-8.77","-18.58","-8.96","1.23","4.02","8.81","4.79","0.04","-19.3","-17.16","-7.97","0.5","7.08","3.99","Jogging"
"-11.33","-15.66","-14.06","-6.97","-2.98","5.98","9.96","1.5","-9.7","-19.61","-15.66","-4.94","3.15","6.74","2.98","-11.33","-17.43","-16.09","-6.78","-4.71","10.12","8.62","1.88","-4.33","-19.61","-18.85","-4.86","0.38","7.89","1.61","-16.63","-15.17","-10.38","0.42","0.8","8.58","7.46","-2.83","-18.39","-17.43","Jogging"
"-6.02","-2.22","9.47","9.47","1.61","-12.26","-19.38","-14.82","-1.46","2.87","7.63","5.94","-5.67","-19.53","-19.5","-8.05","-0.84","10.88","3.11","-8.35","-18.66","-12.95","-8.73","-0.8","0.53","11.75","5.22","-9.58","-19.61","-16.47","-5.94","-2.75","13.76","4.71","-7.04","-19.61","-15.79","-6.78","-2.56","3.53","Jogging"
"12.79","3.91","-8.85","-19.61","-16.55","-5.24","0.8","9.72","3.11","-11.54","-17.24","-12.6","-12.95","-4.99","1.65","7.21","8.31","-4.71","-19.61","-18.54","-4.79","2.11","5.52","3.83","-11.14","-18.43","-12.3","-8.39","-3.79","7.06","6.55","-1.31","-15.98","-19.57","-11.75","-3.57","9.43","9.43","5.71","-9.38","Jogging"
"-18.2","-16.47","-9.47","-3.26","4.14","6.24","-0.11","-14.52","-19.61","-13.38","-6.05","0.89","8.96","1.08","-11.56","-19.61","-19.61","-10.0","-6.13","6.09","5.05","-0.89","-15.32","-19.61","-12.79","-4.99","6.24","8.16","-4.75","-16.93","-16.28","-18.5","-11.8","-5.05","0.61","8.01","1.46","-15.79","-19.61","-14.94","Jogging"
"-2.49","9.89","0.34","-4.25","-18.92","-17.27","-13.87","-5.48","-0.23","7.31","4.25","-10.57","-19.61","-17.2","-4.67","3.17","8.85","2.96","-15.43","-17.39","-17.12","-7.27","-0.91","0.0","5.22","-3.98","-18.92","-19.57","-10.72","0.08","8.08","1.54","-3.57","-19.61","-19.61","-11.95","-6.02","0.61","5.75","7.4","Jogging"
"-8.73","-19.61","-19.0","-19.0","-5.52","8.31","3.57","-2.14","-18.85","-16.74","-19.0","-5.6","-0.23","0.95","4.86","-2.91","-18.77","-19.61","-11.75","-2.07","11.37","5.01","-1.5","-18.81","-19.11","-19.23","-8.54","2.26","2.91","5.18","-4.71","-19.61","-19.5","-7.4","-1.18","12.95","-1.69","1.84","-16.78","-19.61","Jogging"
"-15.47","-3.68","-3.41","1.5","6.47","-9.85","-19.61","-17.39","-3.57","4.56","9.7","-1.08","-3.91","-19.61","-18.47","-10.31","-4.29","-1.38","4.06","1.31","-12.53","-19.61","-11.03","-3.98","12.64","3.3","-2.45","-19.46","-16.93","-18.73","-7.93","0.8","0.57","3.02","-6.13","-19.61","-19.61","-7.82","-0.95","11.6","Jogging"
"0.93","-1.65","-18.54","-18.39","-16.85","-8.31","-0.99","-0.76","3.11","-3.87","-18.43","-19.53","-7.59","-1.23","9.58","1.88","0.23","-19.08","-19.0","-19.04","-7.59","-2.68","0.42","3.68","-8.05","-19.61","-17.24","-7.16","0.84","8.08","1.46","-7.04","-19.61","-19.57","-13.1","-5.75","0.11","1.76","-1.04","-17.16","Jogging"
"-19.61","-12.76","-2.03","7.5","4.21","-2.22","-16.82","-18.96","-19.61","-11.73","-3.02","-2.64","3.53","-2.49","-19.0","-19.61","-11.11","-2.91","12.26","2.53","-3.41","-18.47","-17.62","-18.24","-9.49","-4.48","-5.48","3.11","-2.79","-18.58","-19.61","-10.92","-1.33","12.49","1.08","-1.38","-19.61","-19.61","-16.24","-9.04","Jogging"
"-2.03","0.38","3.21","-10.5","-10.5","-19.53","-11.92","-2.87","8.47","3.68","-4.52","-19.61","-17.27","-16.28","-5.98","-4.75","0.99","2.49","-13.06","-19.61","-14.94","-3.64","5.67","6.7","2.11","-9.47","-19.5","-18.73","-12.64","-8.62","-3.36","2.18","-0.3","-15.13","-19.61","-12.83","-2.53","9.58","2.98","1.84","Jogging"
"-13.02","-19.61","-16.63","-11.6","-8.05","-3.26","3.11","-2.03","-17.97","-19.61","-7.97","-1.84","9.81","2.91","0.23","-17.16","-17.05","-18.28","-11.45","-6.97","-2.91","2.49","-1.95","-18.28","-19.61","-5.48","-1.69","10.88","-0.5","-15.09","-16.7","-11.73","-17.67","-7.16","-6.13","3.64","0.8","-14.48","-19.61","-10.95","Jogging"
"-2.18","11.45","4.94","-4.56","-19.61","-16.78","-19.53","-11.14","-4.86","0.31","2.72","2.72","-2.68","-19.53","-19.42","-7.63","-0.08","10.31","1.5","-2.45","-19.61","-19.11","-18.28","-8.35","-4.18","1.84","3.11","-9.34","-19.61","-14.1","-2.41","7.86","3.57","-3.57","-13.59","-19.27","-16.97","-11.07","-9.04","-4.44","Jogging"
"1.99","-2.68","-17.86","-19.61","-8.81","-0.5","13.44","1.12","0.8","-18.73","-16.78","-18.05","-8.88","-3.21","-0.95","-0.34","-11.65","-19.5","-15.85","-2.96","0.0","14.52","0.0","-10.88","-19.15","-13.72","-19.3","-9.34","-1.84","0.72","2.03","-4.56","-19.61","-17.2","-5.63","-1.42","13.91","2.18","-2.68","-19.57","Jogging"
"-15.83","-19.04","-10.61","-7.04","-0.72","2.49","-7.63","-19.61","-16.32","-4.67","1.42","10.34","0.57","-8.85","-19.61","-14.71","-13.48","-9.81","-3.91","2.49","-0.89","-18.39","-19.61","-9.66","-1.53","11.18","2.15","-2.87","-18.77","-18.73","-18.12","-17.05","-6.47","-3.02","1.18","-7.08","-17.27","-19.61","-6.93","-3.49","Jogging"
"9.51","3.06","-5.67","-19.61","-13.57","-18.39","-15.83","-7.46","-1.95","1.54","-3.41","-18.62","-19.61","-6.89","-2.18","10.12","7.16","-3.64","-18.35","-17.08","-17.82","-11.54","-7.89","-4.44","2.49","-3.72","-19.57","-19.04","-3.76","1.08","15.36","1.99","-1.31","-19.61","-14.48","-19.57","-11.73","-4.59","1.23","1.8","Jogging"
"-6.02","-19.53","-16.21","-2.83","0.11","12.6","0.08","-6.09","-19.57","-18.16","-18.16","-11.41","-4.21","0.04","0.72","-11.41","-19.61","-13.78","-2.91","0.8","9.89","2.96","-9.15","-19.61","-16.85","-16.36","-9.0","-1.38","1.42","-4.25","-19.0","-19.61","-8.66","-1.33","10.8","4.1","-5.75","-18.54","-17.2","-17.24","Jogging"
"-15.79","-7.59","-2.49","-2.49","-2.49","-17.67","-19.61","-5.28","-2.49","12.15","4.6","-5.52","-19.61","-16.24","-19.0","-10.08","-6.09","-2.6","2.03","-8.58","-19.61","-16.55","-2.91","-0.19","13.25","4.06","-0.69","-19.57","-13.29","-19.11","-11.22","-6.24","-1.04","2.37","-7.59","-19.61","-17.58","-6.13","-0.3","12.15","Jogging"
"2.18","0.0","-19.34","-19.23","-14.86","-11.84","-5.13","-0.27","-0.27","2.45","-16.55","-19.61","-7.7","-2.6","8.66","6.4","-0.57","-18.35","-17.73","-18.73","-14.86","-4.99","-2.37","1.76","-5.86","-19.61","-15.43","-1.84","5.05","4.86","0.95","-15.75","-16.82","-15.4","-17.62","-10.53","-3.87","0.65","0.72","-15.32","Jogging"
"-19.61","-5.82","-0.04","12.91","2.11","-4.06","-13.02","-16.63","-17.82","-16.85","-6.59","-4.33","2.18","0.27","-18.77","-19.61","-7.78","-3.34","6.51","12.11","-2.03","-16.04","-19.0","-16.24","-19.15","-12.49","-2.75","-1.61","2.72","-12.49","-17.35","-3.64","-2.07","10.61","6.05","-4.02","-19.61","-12.91","-19.38","-14.33","Jogging"
"-2.45","-0.72","0.93","-12.03","-19.61","-9.04","-1.8","6.05","6.24","-7.31","-19.61","-16.66","-14.79","-17.16","-6.97","-5.94","-1.31","-2.83","-16.47","-19.61","-5.52","-0.65","9.3","5.75","-0.84","-17.86","-17.97","-15.28","-17.12","-10.31","-2.22","-0.53","-7.25","-19.5","-19.61","-3.76","0.0","13.99","3.95","-7.78","Jogging"
"-19.5","-15.89","-17.35","-10.42","-9.11","-4.71","0.15","-6.4","-19.57","-19.57","-1.38","0.89","14.56","-0.3","-0.65","-0.65","-19.46","-9.43","-19.61","-9.23","-6.89","-1.84","0.95","-7.27","-19.61","-16.78","-2.34","1.12","11.99","-5.05","-9.77","-19.61","-18.85","-14.33","-7.93","-10.69","-1.84","0.69","-12.76","-19.61","Jogging"
"-12.26","0.19","12.11","3.57","-1.61","-18.5","-19.61","-14.18","-7.82","-9.08","-2.26","0.61","-16.04","-19.61","-10.57","0.99","12.26","4.14","-1.73","-18.92","-14.33","-13.1","-13.02","-3.26","-6.21","-0.3","-9.43","-19.61","-19.61","-3.57","2.11","12.79","1.04","-8.08","-19.38","-14.6","-19.15","-13.21","-9.08","-2.72","Jogging"
"2.96","-6.74","-19.61","-18.69","-4.37","-0.65","13.02","3.57","-4.99","-18.62","-16.7","-18.66","-12.18","-4.82","-1.46","1.69","-12.15","-19.61","-11.5","-4.56","0.38","11.73","0.42","-10.19","-19.42","-16.55","-14.86","-11.11","-3.95","-0.23","0.72","-15.51","-19.61","-10.84","-1.65","0.76","7.89","1.46","-9.15","-19.61","Jogging"
"-17.97","-18.16","-11.99","-2.07","-1.8","-0.95","-12.76","-19.42","-13.02","-2.79","1.23","12.57","2.6","-0.5","-19.61","-19.5","-15.6","-8.88","-4.37","-1.53","-0.34","-17.88","-19.61","-8.01","0.61","8.77","6.05","-1.73","-15.24","-18.81","-15.62","-16.09","-10.27","-3.57","-1.23","-4.1","-19.04","-19.61","-6.78","1.57","Jogging"
"14.6","4.44","-7.4","-18.73","-13.06","-19.46","-16.74","-4.79","-4.14","-0.11","-0.84","-18.66","-19.61","-3.21","-2.18","9.0","4.25","-1.27","-17.62","-16.63","-19.11","-16.89","-9.77","-2.11","0.8","2.3","-16.7","-19.61","-6.51","-1.88","8.31","0.93","-2.26","-15.13","-18.35","-16.4","-12.11","-9.0","-3.53","0.23","Jogging"
"-5.6","-19.61","-19.61","-1.8","1.95","13.91","-0.76","-4.44","-19.53","-15.79","-19.61","-19.61","-11.07","-6.97","-1.53","1.33","-7.27","-19.61","-17.24","-3.76","0.69","14.94","-0.27","-5.41","-19.61","-18.2","-19.46","-11.56","-3.76","-2.49","0.65","-7.59","-19.61","-18.05","-3.06","0.61","11.56","-2.49","2.53","-17.43","Jogging"
"-19.61","-17.73","-9.92","-5.43","-3.41","1.95","-5.82","-19.38","-16.59","-2.45","2.11","10.92","1.42","-12.15","-19.61","-18.07","-14.06","-9.53","-3.53","0.89","0.93","-15.6","-19.61","-7.59","-0.46","8.05","3.83","0.15","-14.79","-18.96","-17.88","-8.31","-10.69","-1.38","0.57","-10.8","-19.61","-18.47","-3.36","3.76","Jogging"
"0.69","6.85","0.93","-2.11","-4.59","12.41","17.27","1.42","-2.68","-1.38","1.57","4.02","4.94","4.75","3.34","2.6","7.31","8.43","10.53","6.66","2.49","-1.12","0.0","7.16","-0.8","-5.13","-3.17","19.57","7.08","0.15","-1.99","0.65","3.49","4.18","2.98","2.07","4.29","6.74","10.92","9.51","Walking"
"4.52","2.91","2.49","2.34","0.99","-2.18","-6.66","10.61","17.43","1.08","-3.17","-2.03","2.64","5.6","7.25","4.44","3.15","2.83","5.98","11.6","12.07","5.79","1.95","-1.12","3.95","2.15","-2.22","-7.35","12.91","15.75","-2.11","-3.34","-1.88","3.38","6.02","4.79","2.45","1.14","5.41","7.89","Walking"
"12.11","10.8","4.02","1.18","0.0","1.54","-0.19","-4.63","-4.75","19.57","7.06","-0.72","-2.68","0.93","3.91","5.05","5.48","3.53","3.53","8.16","11.88","12.57","6.74","2.91","-0.11","4.67","0.57","-2.83","-9.58","9.04","19.04","6.85","-4.1","-3.26","0.99","4.21","9.08","6.09","3.45","2.18","Walking"
"4.71","7.78","11.5","10.19","4.67","-0.27","-1.38","3.68","0.95","-4.06","-3.57","19.53","5.67","-0.99","-0.99","-0.69","1.27","3.53","5.79","6.51","3.57","4.48","6.51","9.7","12.3","7.01","2.76","-1.14","0.76","2.68","-2.79","-8.24","17.35","13.25","3.21","-3.21","-1.92","0.95","4.67","5.94","Walking"
"4.52","3.21","4.48","11.03","14.02","7.89","3.83","-1.5","-0.8","2.96","-0.99","-6.97","10.88","16.63","2.76","-2.45","-2.49","1.18","4.79","6.02","4.99","3.68","9.19","9.19","11.92","8.01","5.79","1.8","-0.89","3.15","0.0","-5.41","-1.08","19.57","7.27","-1.57","-5.48","-0.61","3.11","5.86","Walking"
"6.17","4.82","3.6","6.09","10.38","12.64","7.16","2.49","-2.83","-0.15","5.22","-1.18","-6.7","6.51","18.85","5.05","-1.95","-4.1","0.95","3.99","5.56","5.24","4.37","3.83","6.7","7.7","12.18","6.82","3.87","-1.33","0.89","5.18","-1.5","-5.94","5.67","19.53","7.5","0.19","-2.3","-0.53","Walking"
"2.76","4.6","5.01","4.56","3.26","8.35","9.96","12.57","7.01","4.33","-0.61","1.12","3.38","-3.26","-8.96","11.03","17.43","3.64","-5.63","-3.98","0.95","4.44","7.08","5.71","4.29","6.51","9.43","10.61","6.82","4.71","-0.72","-1.14","1.04","-2.11","-7.44","15.7","13.18","-7.55","2.6","0.53","Walking"
"1.61","3.95","3.95","3.95","3.45","6.4","7.86","10.65","11.14","6.85","0.69","-3.79","0.0","3.06","-3.98","-5.48","19.57","5.09","-1.18","0.89","1.04","1.99","3.68","4.37","4.37","5.79","8.2","11.45","12.6","6.28","0.34","-3.6","2.49","2.15","-4.25","-6.13","19.0","7.4","-3.6","-1.23","Walking"
"1.92","3.17","5.05","6.4","3.91","2.79","7.21","11.56","11.14","5.41","0.99","-3.34","1.08","1.08","-5.18","-1.27","19.19","4.52","-1.8","-1.88","1.12","3.06","4.67","5.9","5.33","4.63","6.59","12.76","8.5","5.79","-1.08","-4.67","2.37","2.41","-4.99","3.26","17.82","2.83","0.31","-3.57","Walking"
"-0.23","2.37","4.37","6.05","4.48","6.09","7.67","10.8","7.97","5.71","0.27","-2.18","1.88","0.27","-6.28","-3.3","19.38","8.16","-0.89","-5.41","-2.03","1.61","4.79","5.98","3.41","5.98","7.46","12.53","9.38","5.63","-0.65","-2.56","1.31","-0.84","-7.31","7.46","16.78","1.38","-2.34","-1.88","Walking"
"1.57","3.17","4.44","4.75","3.3","6.89","7.35","12.68","6.4","5.56","-0.53","-0.91","2.87","-0.84","-7.08","1.5","18.58","1.84","1.88","-3.15","0.27","2.72","4.18","3.79","4.1","7.06","7.4","11.26","7.7","5.94","-0.53","-3.11","3.6","1.61","-7.04","6.4","18.05","0.42","1.5","-4.06","Walking"
"0.34","3.15","4.56","4.86","4.6","6.28","7.31","11.37","5.6","2.64","0.0","-1.5","2.53","-2.3","-8.54","5.33","18.66","4.1","-1.18","-3.95","-0.34","2.6","5.28","6.36","3.06","4.56","5.6","9.58","7.89","5.41","0.57","-1.14","3.53","0.11","-4.02","-7.7","19.08","9.85","-1.76","-5.05","Walking"
"-1.76","2.07","4.82","6.82","3.79","4.21","8.28","9.11","9.43","5.43","2.64","-1.57","0.46","0.04","-5.09","-6.17","19.57","10.5","-2.49","-5.56","-1.42","1.88","4.29","5.52","5.37","5.01","5.79","11.73","8.54","6.66","2.41","-2.79","-0.27","0.08","-4.82","-5.05","19.53","10.53","-0.08","-5.82","Walking"
